name,ja,zh
userDailyLottery.ticketPop.tips,まいにちくじを%{num}枚プレゼントします♪\r抽選の結果を楽しみにしていてくださいね～,매일 복권을 %{num}매 선물 합니다♪\r추첨의 결과를 기대해 주세요~
deck.autoSelectDialog.title,おまかせ編成,자동 편성
deck.autoSelectDialog.noUserIdol,おまかせ編成を使用するには\nプロデュースアイドルを設定してください,자동 편성을 사용하려면 \n프로듀스 아이돌을 설정해 주세요
deck.autoSelectDialog.description,設定中のプロデュースアイドルによって編成内容を判別します\n編成の方針を選択してください,설정중인 프로듀스 아이돌에 의해 편성 내용을 판별합니다 \n편성의 방침을 선택해 주세요
deck.autoSelectSuccessDialog.title,おまかせ編成,자동 편성
deck.autoSelectSuccessDialog.advice1.beforeType,今回のユニットは,이번 유닛은
deck.autoSelectSuccessDialog.advice1.afterType,が得意なメンバーで,하지만 자신있는 멤버로
deck.autoSelectSuccessDialog.advice1.nextLine,編成されています！,편성되고 있습니다!
deck.autoSelectSuccessDialog.advice2.beforeType,プロデュース中は,프로듀스중은
deck.autoSelectSuccessDialog.advice2.afterType,を重点的に,를 중점적으로
deck.autoSelectSuccessDialog.advice2.nextLine,レッスンするといいですよ♪,레슨 하면 좋아요♪
deck.autoSelectSuccessDialog.description,サポートアイドルを%{type}編成で設定しました,서포트 아이돌을%{type}편성으로 설정했습니다
deck.deckNumber,ユニット%{deckNumber},유닛%{deckNumber}
deck.memberShortageNotice,アイドルがセットされていないので\rスタートできません,아이돌이 세트되어 있지 않기 때문에\r스타트 할 수 없습니다
deck.swapCharacterWarning,ユニット内の同一のアイドルが外れてしまいますが\r本当によろしいですか？,유닛 내의 동일한 아이돌이 빠지게 됩니다만\r정말로 좋습니까?
deck.title.confirm,確認,확인
deck.title.deckModify,ユニット名編集,유닛명 편집
deck.title.orderSelectPop,並べ替え変更,정렬하고 변경
deck.title.staminaRecoverPop,スタミナ回復,스태미너 회복
deck.title.startProducePop,使用確認,사용 확인
deck.title.useCoinPop,使用確認,사용 확인
deck.title.supportSkillListPop,サポートスキルボーナス一覧,서포트 스킬 보너스 일람
emSpace,　,
ending.headerTitle.endingCEOReport,社長からの評価,사장으로부터의 평가
ending.headerTitle.fesIdolBirth,フェスアイドル誕生,페스아이돌 탄생
ending.fesIdolCheckPop.title,フェスアイドル確認,페스아이돌 확인
ending.fesIdolCheckPop.comment,フェスアイドルの誕生を行います。\rよろしいですか？,　페스아이돌의 탄생을 실시합니다. \r좋습니까?
ending.fesIdolCheckPop.warning,残りの所持SPは失われます。,나머지 소지 SP는 없어집니다.
ending.fesIdolRewardPop.title,プロデュースクリア報酬,프로듀스 클리어 보수
ending.fesIdolRewardPop.comment,下記アイテムを入手しました,아래와 같이 아이템을 입수했습니다
ending.fesIdolRewardPop.maxMessage,所持枠を超えているものはプレゼント\rボックスに送られました,      소지범위를 넘고 있는 것은 선물\r박스에 보내졌습니다
ending.fesIdolRewardPop.itemNameNum,%{type} ×%{num},
ending.presidentComment,ご苦労だったな\r次回も頑張ってもらうぞ！\r期待しているからな,수고했구나\r다음번도 힘내라구!\r기대하고 있으니까
ending.totalFan.idolName,【%{name}】累計ファン人数,【%{name}】누계 팬 인원수
ending.reward.multipleNum,×%{num},
ending.possessionCountOverExSkillRewardPop.title,所持上限に達しています,소지 상한에 이르고 있습니다
ending.possessionCountOverExSkillRewardPop.exSkillName,%{idolType}【%{idolName}専用】\n%{skillName},%{idolType}【%{idolName}전용】\n%{skillName}
ending.possessionCountOverExSkillRewardPop.idolType.produce,プロデュース,프로듀스
ending.possessionCountOverExSkillRewardPop.idolType.support,サポート,서포트
error.pageNotFound,Page Not Found\n指定されたページは見つかりませんでした。,Page Not Found\n지정된 페이지는 발견되지 않았습니다.
error.invalidOperation,無効な操作です。,무효한 조작입니다
errorDialog.announceTitle,ご案内,안내
errorDialog.errorTitle,エラー,에러
errorDialog.confirmTitle,確認,확인
errorDialog.updateNativeAppVersionTitle,最新バージョン確認,최신 버젼 확인
errorDialog.fesResumeTitle,フェス再開,페스 재개
errorDialog.updateVersion,バージョンが更新されました。,버전이 갱신되었습니다.
errorDialog.updateNativeAppVersion,アプリのバージョンアップが必要です。\nストアから最新バージョンを\nダウンロードしてください。,앱의 버전 업이 필요합니다. \n스토어로부터 최신 버젼을\n다운로드해 주세요.
errorDialog.invalidSession,セッション更新の必要があります。\n\n何度も発生する場合は\nゲーム内の「お知らせ」→「お問い合わせ」より\nお問い合わせください。\n\nお問い合わせID: %{requestId}\nエラーコード: %{errorCode},세션 갱신의 필요가 있습니다. \n\n몇번이나 발생하는 경우는\n게임내의 「소식」→「문의」에서 \n문의해 주세요. \n\n문의 ID: %{requestId}\n에러 코드: %{errorCode}
errorDialog.produceDuplicate,進行中のプロデュースがあるので\n開始できませんでした。\n一度プロデュースを終了してから始めてください。,진행중인 프로듀스가 있으므로\n개시할 수 없었습니다. \n한 번 프로듀스를 끝내고 나서 시작해 주세요.
errorDialog.fesSeason,フェスのシーズンが切り替わりました。,페스의 시즌이 바뀌었습니다。
errorDialog.fesMatchRivalsError,進行していたフェスはすでに終了しました。\n再開することができませんでした。,진행되고 있던 페스는 벌써 종료됐습니다. \n재개할 수가 없었습니다.
errorDialog.forbidden,アクセスは許可されていません。,액세스는 허가되고 있지 않습니다.
errorDialog.fullDownloadErrorForNative,リソースの読み込みに失敗しました。\nネットワーク環境をご確認ください。,자원의 read에 실패했습니다. \n네트워크 환경을 확인해 주세요.
errorDialog.simpleOther,エラーが発生しました。\n\n何度も発生する場合は\nゲーム内の「お知らせ」→「お問い合わせ」より\nお問い合わせください。,에러가 발생했습니다. \n\n몇번이나 발생하는 경우는\n게임내의 「소식」→「문의」에서\n문의해 주세요.
errorDialog.other,エラーが発生しました。\n\n何度も発生する場合は\nゲーム内の「お知らせ」→「お問い合わせ」より\nお問い合わせください。\n\nお問い合わせID: %{requestId}\nエラーコード: %{errorCode},에러가 발생했습니다. \n\n 몇번이나 발생하는 경우는\n게임내의 「소식」→「문의」에서\n문의해 주세요. \n\n문의 ID: %{requestId}\n에러 코드: %{errorCode}
errorDialog.timeout,通信中にエラーが発生しました。\n時間をおいてもう一度お試しください。,통신중에 에러가 발생했습니다. \n시간을 두고 다시 시도해 주세요.
errorDialog.resourceDownloadError,通信中にエラーが発生しました。\nネットワーク環境をご確認の上\nもう一度お試しください。,통신중에 에러가 발생했습니다. \n네트워크 환경을 확인하신 후\n 다시 시도해 주세요.
errorDialog.unavailableGasha,ガシャのラインナップが更新されました。,가챠의 라인 업이 갱신되었습니다.
errorDialog.resourceLoadFailed,リソースの読み込みに失敗しました。\n通信環境をご確認の上、再読み込みをお試しください。,자원의 read에 실패했습니다. \n통신환경 확인 or 캐쉬를 삭제 후\n페이지 갱신을 다시 시도해 주세요.
errorDialog.sdkLoginLoadFailed,認証に失敗しました。\n通信環境をご確認の上、ページの再読み込みをお試しください。\n何度も発生する場合はブラウザキャッシュクリアをお試しください。\n\nゲストメンバーの方はデータ消失の恐れがあります。\nenza にメンバー登録する事で中断データの復帰が可能になります。\nenza メンバー登録の上、キャッシュクリアをお試しください。\n,인증에 실패했습니다. \n통신 환경을 확인하신 후、페이지의 갱신을 시도해 주세요. \n몇번이나 발생하는 경우는 브라우저 캐쉬 클리어를 시도해 주세요. \n\n게스트 멤버는 데이터 소실의 우려가 있습니다. \nenza 멤버에 등록하여 중단 데이터의 복구가 가능하게 됩니다. \nenza멤버 등록 후、캐쉬 클리어를 시도해 주세요. \n
errorDialog.sdkLoginLoadFailedIOS10,認証に失敗しました。\n通信環境をご確認の上、ページの再読み込みをお試しください。\n何度も発生する場合はブラウザキャッシュクリアをお試しください。\n\niOS11.0未満の動作環境でご利用頂いた場合、\n正常に動作しない恐れがございます。\nお手数ですがOSのアップデートをお試しください。\n,"인증에 실패했습니다. \n통신환경을 확인하신 후 페이지 재읽기를 시도해주시기 바랍니다. \n몇번이나 발생할 경우에는 브라우저 캐쉬 클리어를 시험해 주세요.\n\niOS11.0미만의 동작환경으로 이용하셨을 경우, \n정상적으로 동작하지 않을 우려가 있습니다. \n수고스럽겠지만 OS 업데이트를 시도해 보세요.\n"
errorDialog.sdkLoginLoadFailedApp,認証に失敗しました。\n通信環境をご確認の上、再読み込みをお試しください。\n何度も発生する場合は時間をおいてお試しください。\n,인증에 실패했습니다. \n통신 환경을 확인하신 후、갱신을 시도해 주세요. \n몇번이나 발생하는 경우는 시간을 두고 시도해 주세요.\n
errorDialog.staminaLimitOver,スタミナが500を超える為、\nアイテムを使用できませんでした。\n営業やプロデュースでスタミナを消費してください。,스태미너가 500을 넘었기 때문에\n아이템을 사용할 수 없습니다.\n영업이나 프로듀스로 스태미너를 소비해 주세요.
errorDialog.unsubscribedApp,退会済みのアカウントが検出されました。\nアプリケーションの再インストールをお試しください。,탈퇴한 계정이 검출되었습니다. \n어플리케이션의 재인스톨을 시도해 주세요.
errorDialog.unsubscribed,退会済みのアカウントが検出されました。\nタイトルへ戻ります。\n何度も発生する場合は\nクッキーの削除をお試しください。,탈퇴한 계정이 검출되었습니다. \n타이틀에 돌아옵니다. \n몇번이나 발생하는 경우는\n쿠키 삭제를 시도해 주세요.
