ja,zh
いつも頑張る我らがＰたんに朗報！\n──三峰はぁ、Ｐたんにちょっかいかけてもらうの、\nそんなに嫌いじゃないようです！　……えへへ,"언제나 노력하는 우리들의 P땅에게 희소식!\n─미츠미네는, P땅에게 참견받는 걸,\n그렇게 싫어하지 않는 것 같습니다!……에헤헤"
え～！　お昼買ってくるの忘れちゃったの！？\nそれじゃ、甘奈、今日はお弁当持って来てるから\nわけてあげるっ！,"에~! 점심 사 오는 거 잊어 버렸어!?\n그러면, 아마나, 오늘 도시락 가지고 왔으니까\n나눠줄게!"
ひとり、アナタのことを想う。……とても幸せな時間だ\nけれど、アナタと語らうひと時には敵わない\nだから……さあ、私と話をしないかい？,"혼자, 당신을 생각한다. ……매우 행복한 시간이다\n하지만, 당신과 이야기를 주고 받는 순간을 이길 순 없다\n그러니까…… 자, 자, 나랑 얘기하지 않을래?"
みんなで集まると、騒がしいし大変だけど……\nこのメンバーでよかった、会えてよかったって思ってるよ\n……もちろん、アンタにもだからな……！,"모두가 모이면, 소란스럽고 큰 일이지만……\n이 멤버라 다행이다, 만날 수 있어서 좋았다고 생각하고 있어\n……물론, 너에게도 그러니까……!"
チョコはもちろん好きですけど、ケーキもアイスもクッキーも、\nお団子とか練り切りとかも大好きですよ\n美味しいものって、正義ですから！,"초콜렛은 물론 좋아하지만, 케이크도 아이스크림도 쿠키도,\n경단이라던가 생과자도 정말 좋아해요\n맛있는 것은, 정의니까요!"
プロデューサーさん、今日は、感謝の気持ちばっかりで……,"프로듀서님, 오늘은, 감사의 기분만으로……"
プロデューサーさん、甘奈をここまで育ててくれてありがとっ,"프로듀서님, 아마나를 여기까지 키워줘서 고마워요"
三峰の好きなものはぁ……\nアンティーカと、事務所のみんなと……プロデューサー\n──２８３プロにいられるのが、何よりも幸せなの,"미츠미네가 좋아하는 것은……\n안티카와 사무소의 모두와……프로듀서\n─283 프로에 있을 수 있는 것이, 무엇보다도 행복해"
今の甘奈たちは無敵だよね☆　プロデューサーさん！,지금의 아마나들은 무적이지요☆프로듀서님!
今の甘奈だったら、どこまでも行ける気がするよー！,"지금의 아마나라면, 어디까지라도 도달할 수 있을 것 같은 기분이 들어―!"
今日は……冬のお話をしましょう……\n土の下で……\nたくさんのいのちが……夢を見るお話……,오늘은……겨울 이야기를 합시다……\n땅밑에서……\n 많은 생명들이……꿈을 꾸는 이야기……
未来のこと、考えたことなんてなかったんですケド……\n今は、未来でもこうやって笑ってられたらいい──\nなぁんて、思うんですよねー,"미래의 일, 생각해 본 적이 없습니다 만……\n지금은, 미래에도 이렇게 웃을 수 있으면 좋겠다─\n라고, 생각하네요―"
真乃とめぐるは、私にとっての光なんです\n私でも誰かの隣にいられるんだって、教えてくれたから──\n……巡り合わせてくれたこと、感謝しているんですよ,"마노와 메구루는, 나에게 있어서 빛입니다\n나도 누군가의 곁에 있을 수 있다고, 가르쳐 주었기 때문에─\n……만나게 해 준 것, 감사하고 있습니다"
自分の選択を、誇れるように……！,"자신의 선택을, 자랑할 수 있도록……!"
誰かを幸せにするのが、アイドルですから……！,"누군가를 행복하게 하는 것이, 아이돌이기 때문에……!"
隣にいると、もっと頑張りたいな、もっと頑張るぞって、\n自然と気合が入っちゃうんです！　だから、\nプロデューサーさんの隣って、パワースポットなんですよ！,"옆에 있으면, 좀 더 노력하고 싶고, 더 열심히 해야겠다라고,\n자연스레 기합이 들어가 버립니다! 그러니까,\n프로듀서님 옆은, 파워 스팟이에요!"
あ、なーちゃ……あれ……？\n……に、にへへ……\nなーちゃんとプロデューサーさん……間違えちゃった……,"﻿아, 나-쨔……어라……? \n……니, 니헤헤……\n나쨩과 프로듀서님……잘못 착각했다……"
みんなが一緒にいてくれて、プロデューサーさんが\n応援してくれていたら──\n私のクライマックスは、まだまだ終わらないんです！,"모두가 함께 있어 주고, 프로듀서님이\n응원해 주신다면─\n제 클라이막스는, 아직 끝나지 않습니다!"
よく笑うようになったって言ってもらえることが増えたんです\n……その。きっと……プロデューサーのおかげだから……\n……だから、頼りになるプロデューサーだと、思っています,"﻿잘 웃게 됐다는 말을 듣는 일이 늘었어요\n……그. 분명…… 프로듀서 덕분이니까……\n……그러니까, 의지가 되는 프로듀서라고, 생각하고 있습니다"
んふふ～！　ありがと～！\nはぁ～～ライブ終わってほしくなか～～！！,우후후~! 고마워요~! \n하~~라이브 끝나기 바라는 중~~!!
憂鬱だと思っていた雨の時間……最近は、雨上がりの空気を\n待つようになりました。──人は、小さなきっかけで、\nこんなにも大きく変わってしまうものなんですね,"우울하다고 생각했던 비 내리는 시간……최근에는, 비가 갠 뒤의 공기를\n기다리게 되었습니다.─사람은, 작은 계기로,\n이렇게도 크게 바뀌어 버리는군요"
最近はやりたいことがあっても\n無理しないようにしてるっす。ケガとかしたら\nプロデューサーさんに迷惑かけちゃうっすから,요즘은 하고싶은 일이 있어도\n무리하지 않도록 하고 있슴다.다치거나 하면\n프로듀서님에게 폐를 끼쳐 버림다
鰯雲です……\nふふ……\nお腹が……鳴っております……,권적운입니다……\n후후……\n배에서……\소리가 납니다……
──不甲斐ないです,﻿─한심스럽습니다
お疲れさまっ、プロデューサー！　あのね、\n後でホットミルク作ろうと思うんだけど、一緒にどうかな？\nはちみつ入りなの！　すっごく元気が出るんだよーっ,"수고했어, 프로듀서! 저기,\n다음에 핫밀크 만들려고 하는데, 같이 어때?\n벌꿀이 들어있어! 굉장히 힘이 날거야"
夜の街は、眩しくて、暗いから……\n色んなこと、隠してくれたんです\nだからまみみは、夜に迷っていたのかも,"밤의 거리는, 눈부시고, 어두우니까……\n여러 가지 일을, 숨겨 줍니다\n그래서 마미미는, 밤에 헤매고 있었는지도 몰라"
普通にテレビ局入れたり、雑誌に載ったりさ\nいや、マジほんとヤバいよね！\nやっぱアイドルってすっごいわ！,"보통 방송국에 들어가거나 잡지에 실리거나 말이지\n아니, 진짜 정말 위험하네! \n역시 아이돌이란 굉장해!"
あら、そもそも理由なんて\n必要かしら？\n戦って、勝ちたいことに,"어머, 애당초 이유 같은게\n필요할까?\n싸워서, 이기고 싶은 것에"
あの……\nまたみんなで……頑張ります……！,저……\n또 모두 함께...힘낼게요......!
ほんとにふゆが、すごいアイドルになれるのかなって……\nたまに、たまに、だけど、不安になるの\nでも、あんたはふゆをスカウトしてくれたから……信じたい,"정말 후유가, 굉장한 아이돌이 될 수 있을까 하고……\n가끔, 가끔씩, 이지만, 불안해져\n하지만, 너가 후유를 스카우트 해 주었기 때문에……믿고 싶다"
お菓子でも、『同じかまのごはん』になりますか……？\nあたし、プロデューサーさんと一緒に\n駄菓子のヨーグルトを食べたいです！,"﻿과자라도, 한솥밥으로 쳐주나요……?\n저, 프로듀서님과 함께\n막과자 요구르트를 먹고 싶어요!"
プロデューサー、いつもありがとう！\n……えへへー！　こういうことをすぐに言えるのって、\nすっごく素敵なことだなって思ったんだ！　だからだよーっ,"프로듀서, 언제나 고마워요!\n… 에헤헤─! 이런 말을 바로 할 수 있다는 것은, \n굉장히 멋진 일이구나 라고 생각했어요! 그때문이에욧"
甘奈ちゃんと、甜花ちゃんと……プロデューサーさんと\n私がこうしてここにいることは、運命なんだって\n思ってしまうのは……大げさでしょうか？,"아마나쨩과 텐카쨩과……프로듀서님과\n제가 이렇게 여기에 있는 것은, 운명이라고\n생각하는 것은……거창한 걸까요?"
……あ……プロデューサーさん……おはよ……\n……おやすみなさい……\n……あと、５分だけ……,"﻿…… 아……프로듀서님……안녕……\n……안녕히 주무세요……\n……앞으로, 5분만……"
……！　よかった……\nちゃんとできてたんだ！,……! 다행이다……\n잘 되어 있었구나!
あ、あれ……！？\n──でも、足りないってわかったなら頑張るだけです……！,"어, 어라……!? \n─하지만, 부족하다는 것을 알았다면 열심히 할 뿐입니다……!"
