ja,zh
そばにいてもいいとか、\n私が許可を出すわけないですよね？\nだから……あなたが勝手にそばにいるだけでしょ,"옆에 있어도 된다고,\n제가 허락할 리가 없잖아요?\n그러니까……당신이 멋대로 옆에 있는 것 뿐이잖아요"
いいステージになるよ\nわかるんだ,좋은 스테이지가 될 거야\n알 수 있어
お客さん、笑顔にしなきゃ\n私がそうしてもらったみたいに,"관객분들, 웃는 얼굴로 만들어야지\n내가 그렇게 된 것 처럼"
ふーっ……ふふっ\n緊張してるんだ、ほんとは,"후……후훗\n긴장하고 있어, 사실은"
もう空気みたいなものです\nそばにいるのが当然だし、楽だし、落ち着くし……\n……何、その顔。あなたのことじゃないんですが……ふふっ,"이젠 공기 같은 거예요\n옆에 있는 게 당연하고, 편하고, 안정되고……\n……뭔가요, 그 얼굴은. 당신 얘기 아닌데요……후훗"
心外、私が喜ぶとでも？,의외네요. 제가 기뻐하기라도 할 줄 아셨나요?
……で？,……그래서?
ダメ,안돼
あなたは少し他人に肩入れしすぎなんじゃないですか\nあなたにとって私は何？\n……近づかないで,당신 좀 다른 사람을 너무 돕는 거 아닌가요?\n당신에게 있어 나는 뭐야?\n……다가오지 말아줘
あー……\nんんっ……,아……\n응응……
え、信頼してるかって……\nプロデューサーのこと？\n──ふふっ、どうだろ,"에, 신뢰하고 있냐니……\n프로듀서를?\n후훗, 어떨까"
リップ、どこに置いたっけ,"립스틱, 어디다 뒀더라"
私のファン？\n意味がわからない,나의 팬?\n의미를 모르겠어
普通にやります,평범하게 할게요
問題ないです,문제 없어요
着替えます\n……消えてください,옷 갈아입을 거예요\n……꺼져주세요
私は私のペースで、あなたはあなたのペースで、\nお互いの領域を侵さない形でお願いします\n……あくまでもビジネスライクで,"저는 제 페이스로, 당신은 당신 페이스로,\n서로의 영역을 침범하지 않는 형태로 부탁할게요\n......어디까지나 비지니스 라이크로"
努力、根性、希望、理想……\nそれらが正しいと信じて疑わないところ、\n本当にオールドタイプですよね,"노력, 근성, 희망, 이상......\n그것들이 옳다고 믿어 의심치 않는 점,\n정말 올드 타입이네요"
…………\nありがとうございました,…………\n감사합니다
……ありがとうございます、嬉しいです,……감사합니다. 기뻐요
……え？　ちょっと待って\n…………ライト、眩し…………,"……에? 잠깐만\n…………라이트, 눈부셔…………"
……そうですか、残念です,……그런가요. 아쉽네요
……はい、ありがとうございました,"……네, 감사합니다"
……はい、おしまい,"……자, 끝"
……ふふ、小糸はもう,"……후후, 코이토는 정말"
……バカ,……바보
……哀れですね,……불쌍하네요
……嘘でしょ？　ふふっ……,……거짓말이죠? 후훗……
……雛菜のスタンプ、うるさ,"……히나나의 스탬프, 보기만 해도 시끄럽네"
おはようございます,안녕하세요
っ……！？,읏……!?
はい、とても悔しいです,"네, 무척 분하네요"
ま、それなりに,"뭐, 제 나름대로 할게요"
ん……,응……
テレビつけますよ,TV 켤게요
今日、浅倉は？,"오늘, 아사쿠라는?"
最悪,최악이네
用もないのに話しかけないでください\nその、にやついた顔も見たくありません\n端的に言えば、あなたの存在そのものが不快です,"용무도 없는데 말 걸지 말아 주세요\n 그, 히쭉대는 얼굴도 보고 싶지 않아요\n단적으로 말하자면, 당신의 존재 그 자체가 불쾌해요"
私の成功は、あなたの成功にも繋がるってことですか\nそう考えると何もやる気が起きませんね……\n私のことは放っておいてください,"제 성공은, 당신의 성공으로도 이어진다는 건가요\n그렇게 생각하면 아무 의욕도 안 생기네요……\n저는 내버려 두세요"
華やかな舞台に呼び寄せて、現実的な将来から遠ざけて……\n他人の人生にどこまで責任を持てるんですか？\n早く答えてください,"화려한 무대에 불러들여서, 현실적인 장래와 멀리하게 하고……\n남의 인생을 어디까지 책임질 수 있나요?\n빨리 대답해주세요"
許可してない,허가한 적 없어
……お疲れ様です,……수고하셨어요
……ふふっ\n檻に入れてあげる,……후훗\n감방에 넣어 줄게
……ゴミクズ以下,……쓰레기 이하네
……何か掴めそう,……뭔가 잡힐 것 같아
……好奇心は猫を？,……호기심은 고양이를?
……樋口円香です\nよろしくお願いします,……히구치 마도카입니다\n잘 부탁드립니다
……,……
あ、お構いなく,"아, 상관 마세요"
ああ、やっぱりね,"아아, 역시 그렇네"
ありがとうございます、とっても嬉しいです,"감사합니다, 무척 기뻐요"
あ？,아?
うわ……,우와……
うん,응
は？,하?
やることないなら\n帰りますが,할 일 없으면\n돌아갈 건데요
わかりました。では遠慮なく,알겠어요. 그럼 사양 않고
ん、オッケー,"응, 오케이"
クレイジーな人ですね\n勝算のない賭けに興じるなんて,크레이지한 사람이네요\n승산 없는 도박을 즐기시다니
用件だけお願いします,용건만 부탁드립니다
私からは何も,전 할 말 없어요
笑っておけばなんとかなる\nアイドルって楽な商売,웃기만 하면 어떻게든 된다니\n아이돌이란 쉬운 장사네요
笑っておけばなんとなかる\nアイドルって楽な商売,웃기만 하면 어떻게든 된다니\n아이돌이란 쉬운 장사네요
邪魔,방해돼
離れて、変態,"떨어져, 변태"
こんなに入ってるんだ、お客さん。見なきゃよかった,"엄청나게 오셨네, 손님들. 보지 말걸 그랬어"
ふぁ……やるか……！,후아……해볼까……!
ふふっ、見ててよ\n自信あるから,"후훗, 잘 봐줘\n자신 있거든"
プロデューサーさんがいるから頑張れます♡　……なんてね,프로듀서님이 있어주시면 힘낼 수 있어요♡ ……말해봤을 뿐이야
今日来れてよかったって、そうみんなに思わせてやるんだから,"오늘 와서 다행이라고, 모든 사람들에게 알려주겠어"
実を言うとですね……本当にちゃんとアイドルできるか、\n最初は心配だったんです。……でも、今は大丈夫ですよ！\n一緒なら乗り越えられるって、ちゃんと知ってますから！,"사실을 말하면……정말로 제대로 아이돌을 할 수 있을지,\n처음엔 걱정이었어요. ……그치만, 지금은 괜찮아요!\n모두 함께라면 뛰어넘을 수 있다고, 잘 알고 있으니까!"
客席のお客さんが誰のファンでも、ふゆのトリコにしてあげる,"객석의 손님이 누구의 팬이든, 후유의 포로로 만들어 주겠어"
行ってくるよ\n気合、くれる？,"갔다 올게\n기합, 넣어줄래?"
見えてる？\nのぼってくよ、私,"보고 있어?\n올라가고 있어, 나"
１、２……柔軟やってるだけ\nやる？,"1, 2……스트레칭 한 것뿐이야\n해볼래?"
ねぇ、夢とか見る？\n誰か……出てきたりするかな\n──私とかさ,"저기, 꿈이라던가 꿔?\n누군가……나오기도 하려나\n나라든지"
プロデューサーさ\n先生もやれたんじゃない？　高校とかの\n私、プロデューサーが担任でもいいよ,"프로듀서 말야\n선생님도 했던 거 아니야? 고등학교 같은 데서\n나, 프로듀서가 담임이어도 좋아"
──あー……\nふふ、ごめん\nぼーっとしてた,"아……\n후후, 미안\n멍때리고 있었어"
──わっ……\nふふっ\n……びっくりした,왓……\n후후\n……깜짝 놀랐다
ちょ……──\nえ……っ,좀……\n에……
なんか、いつもと違わない？\nなんか違うって──\nあ、髪切った？,"뭔가, 평소랑 다르지 않아?\n뭔가 다른데\n아, 머리 잘랐어?"
今日はさ、\nお互い頑張ったこと褒め合おうよ\n先攻、どうぞ,"오늘은, \n서로 노력한 거 칭찬하자\n먼저, 부탁해"
あー……残念,아-……유감
お客さん、お客さん、\n一つ飛ばしてお客さん,"손님, 손님, \n한 자리 건너 뛰고 손님"
なんか、高揚してる\nプロデューサーも？,"뭔가, 고양된다\n프로듀서도?"
何か食べとこうかな\nエネルギー、大事でしょ,"뭐 좀 먹어두자\n에너지, 중요하잖아"
昨日お母さんがさ、\nプロデューサーによろしくって\n──あれ、昨日だっけ……忘れたけど,"어제 엄마가 말야,\n프로듀서에게 안부 전해달래\n어라, 어제였었나……까먹었지만"
…………やめなよ,…………그만해
……言葉で言って\nなんか、言いたいんだったら,"……말로 해\n뭔가, 말하고 싶은 거라면"
……？\n見てただけ,……?\n보고 있었을 뿐
──プロデューサー……帰ったのかな\n待ってて損した,프로듀서……돌아간 걸까\n기다리다가 손해 봤어
ありがと\n……なんか、それしか言葉出てこないや,"고마워\n……왠지, 그 말밖에 나오지 않아"
あんまり得意じゃないから\nこういうの……,그다지 자신 없으니까\n이런 건……
え、信頼してるかって……\nプロデューサーのこと？\nうーん……,"에, 신뢰하고 있냐니……\n프로듀서를?\n으음……"
えっ\nあ……うそ,엣\n아……거짓말
お疲れ、いろいろ\n──え\nもっとなんかいう感じ？,"수고했어, 여러모로\n어\n좀 더 뭔가 하는 느낌?"
そっか\nまだのぼれるって、ことだよね,그렇구나\n아직도 오를 수 있다는 거지
ちょっと出てくる\n──何かいる？,잠깐 나갔다 올게\n뭐 필요한 거 있어?
なんか、優しくしてくれてる？,뭔가 상냥하게 대해주고 있어?
なんか、待つのってそんなに得意じゃないかも\nでも……待ってるから,"뭔가, 기다리는 건 그렇게 자신있지 않을지도\n그래도……기다릴 테니까"
はいはい、何,"네네, 뭐야?"
ふふっ、何？\nやり返すから,"후훗, 뭐야?\n되돌려줄 거니까"
