text,trans
っぷはぁ～、いやマジテレビって\r\n出る側のメンタルちょーヤバいよね～！,"푸하아 ~, 이야 진짜 TV는\r\n나오는 쪽의 멘탈 초ー위험하네 ~ !"
うち、フツーにテレビ出れんの\r\nいつになっかな～？,"나, 평범하게 텔레비전에 나오는 건\r\n언제쯤이려나 ~ ? "
二週間後、ボーカルレッスンってできる～？,"2주일 후, 보컬레슨으로 해줄 수 있어~ ? "
うちひとりで練習したんだけどさ～,나 혼자서 연습했는데 말야~
ひとりだとマジわかんないから\r\n次はヨロシクね～,혼자서 하면 진심 잘 모르겠으니까\r\n다음은 부탁할게 ~
プロデューサー……私は、今日のリハーサルで学んだことを\r\n本番に生かすべきだと思っています,﻿프로듀서…… 나는、오늘의 리허설로 배운 것을\r\n실전에 활용해야 한다고 생각하고 있습니다
お客さんの反応を見て、\r\n伸ばすべきところと改善すべきところを考えて──,관객의 반응을 봐、\r\n늘려야 할 곳과 개선해야 할 곳을 생각해─
本番をよりよいものにできるなら……\r\nその努力は怠るべきではないと思っています,실전을 보다 좋은 것으로 할 수 있다면……\r\n그 노력은 게을리해야 할 것은 아니라고 생각하고 있습니다
もちろんだ、俺だってそのつもりだよ\r\nだから思いきりやってきていいんだ、灯織,물론이다、나도 그럴 생각이야\r\n그러니까 마음껏 와도 좋다、히오리
はい、でも──……,네、그렇지만─……
──いえ。いってきます、プロデューサー,─아니요. 갔다 옵니다、프로듀서
……めぐる？,…… 메구루?
──あっ、プロデューサー！\r\nごめんね、ちょっとぼーっとしちゃってた……！,─앗、프로듀서! \r\n미안해요、조금 멍─하니 해 버리고 있었다……!
……何か考えてたんじゃないのか？\r\nぼーっとしてるだけには、見えなかったけど,…… 뭔가 생각했지 않은 것인지? \r\n멍─하니 하고 있는에만은、안보였지만
わ、すごい……！　お見通しなんだ……！\r\n──あのね、感謝祭の本番のことを考えてたの,와、굉장해……! 꿰뚫어 보심이야……! \r\n─저기요、감사제의 실전의 일을 생각하고 있었어
リハーサルでこんなに楽しかったんだから、\r\n本番はきっと、もーっと楽しくなるんだろうなって……！,리허설로 이렇게 즐거웠던 것이니까、\r\n실전은 반드시、도─와 즐거워질 것이다 라고……!
そうだな……確かに、それは間違いない\r\nだって、めぐるが楽しいステージにしてくれるんだから,그렇다…… 확실히、그것은 틀림없는\r\n도、메구루가 즐거운 스테이지로 해 주기 때문에
えっ、わたし？,엣、나?
ああ。めぐるはきっと自分も楽しみながら、\r\n俺たち見ている人もみんな楽しませてくれる,아아. 메구루는 반드시 자신도 즐기면서、\r\n우리 보고 있는 사람도 모두 즐겁게 해 준다
そういうパフォーマンスをしてくれるはずだ\r\nしかも、今日よりもっとすごいやつを。……違うか？,그러한 퍼포먼스를 해 줄 것이다\r\n게다가、오늘 보다 더 굉장한 녀석을. …… 다를까?
……\r\nそっか……,……\r\n그런가……
プロデューサーは、そう思ってくれるんだね──\r\nそっかそっか……,프로듀서는、그렇게 생각해 주는 것이군─\r\n그래 그런가……
──えへへ、もっちろんだよ！\r\n任せて、プロデューサー！,─에헤헤、물론이야! \r\n맡겨、프로듀서!
果穂、準備できたか？,카호、준비할 수 있었는지?
はい！　大丈夫です！\r\n剣もちゃんと装備しました！,네! 괜찮습니다! \r\n검도 제대로 장비 했습니다!
力がどんどん溢れてくるみたいです……！,힘이 자꾸자꾸 흘러넘쳐 오는 것 같습니다……!
はは、さすが主人公だ\r\nその調子で、落ち着いて頑張ってくるんだぞ！,하하、과연 주인공이다\r\n그 상태로、침착해 노력해 오는 것이야!
はいっ！\r\n特別作戦・リハーサル攻略、開始です！,네! \r\n특별 작전·리허설 공략、개시입니다!
──ファンのみんな……\r\nすごく、喜んでくれてた──……！,─팬의 모두……\r\n굉장히、기뻐해 주고 있었다─……!
……えへへ\r\n感謝祭なのに、またわたしたちが元気をもらっちゃったね,…… 네에에\r\n감사제인데、또 우리가 힘을 받아 버렸군요
うん……っ\r\nでも──,응……\r\n하지만─
──……きっと……\r\n私たちの恩返しの気持ちも、届いてるって……,─…… 반드시……\r\n우리의 보은의 기분도、도착해 있다고……
そう……思うんだっ,그렇게…… 생각한닷
お疲れ様\r\n特別作戦はどうだった？,수고 하셨습니다\r\n특별 작전은 어땠어?
作戦は困難を極めました……っ！,작전은 곤란을 다했던……!
でもっ、見に来てくれた人にどうしたら喜んでもらえるか、\r\nアドバイスももらいました！,그렇지만、보러 와 준 사람에게 어떻게 하면 기뻐해 줄 수 있는지、\r\n어드바이스도 받았습니다!
だから、この作戦は感謝祭本番まで継続です……！,그러니까、이 작전은 감사제 실전까지 계속입니다……!
もっともっと喜んでもらえるように、\r\nいっぱい考えて、いっぱい練習をするんです！,좀더 좀더 기뻐해 줄 수 있도록(듯이)、\r\n가득 생각해、가득 연습을 합니다!
そうだな、その意気だ,그렇다、그 기개다
──それじゃあ果穂、この後の作戦会議で、\r\n思ったことを詳しく教えてくれるか？,─그러면 카호、이 후의 작전 회의에서、\r\n생각한 것을 자세하게 가르쳐 줄래?
はいっ、了解しました！,네、양해[了解] 했습니다!
それじゃあプロデューサーさん！\r\n早く行きましょうっ！,그러면 프로듀서씨! \r\n빨리 갑시다!
結華だったのか……！,유이카였는가……!
うげ、見つかっちゃったー……,우게、발견되어 버렸다―……
最近、事務所の掃除とか備品の管理とか買い置きの確認とか\r\n細々した仕事をやれてないなと思ったんだ,최근、사무소의 청소라든지 비품의 관리라든지 비치품의 확인이라든지\r\n세세히 한 일을 할 수 있지 않다라고 생각한 것이다
……気付いて先回りしてくれてたんだな……！\r\nありがとう……！,…… 깨달아 앞지름 해 주고 있던 것이다……! \r\n고마워요……!
いや、別に……三峰だけってわけでもないからね\r\nきりりんとか日頃から普通に気にかけてくれてることだし,아니、별로…… 미츠미네만이라는 것도 아니니까\r\n키리링이라든지 평소부터 보통으로 걱정해 주고 있는 것이고
三峰は今回たまたま！　そろそろお茶菓子を\r\n補充しといた方がいいかなーって思っただけなので,미츠미네는 이번 우연히! 슬슬 차과자를\r\n보충해 두는 것이 좋을까 하고 생각한 것 뿐인 것으로
お礼はもっと他の方々に言ってあげてください,답례는 좀 더 다른 여러분에게 말해 주세요
もちろん、他のみんなにもお礼は言う,물론、다른 모두에게도 답례는 말한다
でも、今回の結華の一回にだって俺は助けられたんだ\r\nだから感謝を伝えないなんてことはしないぞ,그렇지만、이번 유이카의 1회에래 나는 도울 수 있던 것이다\r\n그러니까 감사를 전하지 않는다 같은건 하지 않아
……それに、結華がそういう言い方をする時は\r\n他にも何か隠してる時だ。さすがにわかる,…… 게다가、유이카가 그러한 말투를 할 때는\r\n그 밖에도 뭔가 숨기고 있는 때다. 과연 안다
最近みんな忙しくしてるから、色々気を遣ってくれたんだろ\r\n……本当に、ありがとうな,최근 모두 바쁘게 하고 있기 때문에、여러가지 배려를 해 주었다이겠지 \r\n…… 정말로、고마워요
Ｐたんはさぁ……\r\n人の繊細なところを遠慮なくぶち抜いてくるよねぇ……,P땅는……\r\n사람의 섬세한 곳을 사양말고 구멍내 오네요……
三峰がなんでこっそりやろうとしてたか、\r\n考えてくれた～？,미츠미네가 어째서 몰래 하려고 하고 있었는지、\r\n생각해 주었어~?
いやっ、でも……！　いいことをしてくれたんだから、\r\n正当に感謝されるべきだろう……！,아니、그렇지만……! 좋은 일을 해 준 것이니까、\r\n정당하게 감사받아야 할 것이다……!
はーあ、プロデューサーってば本当に真っ直ぐ,하아、프로듀서는 정말 정말로 곧바로
そういうの、三峰には真似できないよ,그러한 것、미츠미네에게는 흉내내고 할 수 없어
さぁて、腕試しのお時間ですよー,그런데、솜씨 시험의 시간이에요
結華はいつも通りだな,유이카는 언제나 대로다
そりゃあね？　リハーサルでいつも通りが出せなくっちゃ、\r\n本番でなんて絶対無理だし,그렇다면? 리허설로 언제나 대로를 낼 수 없으면、\r\n실전으로는 절대 무리이고
ここはそういう練習の場所とも思ってますから,여기는 그러한 연습의 장소라고도 생각하고 있을테니까
……そうだな、ありがとう\r\n頼もしいよ,…… 그렇다、고마워요\r\n믿음직해
──そんなに心配しなくても、久しぶりのアンティーカだし\r\nみんな楽しみにしてると思うんだよね,─그렇게 걱정하지 않아도、오랜만의 안티카이고\r\n모두 기대하고 있다고 생각하는거네요
だから三峰も一緒だよ、プロデューサー\r\nめいっぱい楽しんで、真面目にやってきます,그러니까 미츠미네도 함께야、프로듀서\r\n힘껏 즐겨、성실하게 옵니다
プロデューサーお疲れ様\r\nねぇ、この先も全体練習って取りづらいんだっけ？,프로듀서 수고 하셨습니다\r\n군요、이 앞도 전체 연습은 잡기 힘들다?
お、お疲れ様\r\nそうだな……それぞれ別の仕事が詰まってて──,수、수고 하셨습니다\r\n그렇다…… 각각 다른 일이 차 있어─
すまん……,미안……
──いや、こっちこそごめんね,─아니、여기야말로 미안해요
やっぱ５人揃うと違うなぁって思ったからさ、\r\n集まりたくなっちゃって,역시 5명 모이면 다르구나 하고 생각했기 때문에、\r\n모이고 싶어져 버려
